# 排序待優化案例（enhancement）：全部 18181 筆，AI有推到正解但排在第6~10名、前端看不到，逐筆理想重排（正解移至第1名）。訓練回饋用，非全域規則。
排序問題樣態,職缺名稱,duty0,duty1,duty2,duty3,duty4,現有版本_推薦1,現有版本_推薦2,現有版本_推薦3,現有版本_推薦4,現有版本_推薦5,現有版本_推薦6,現有版本_推薦7,現有版本_推薦8,現有版本_推薦9,現有版本_推薦10,理想推薦_1,理想推薦_2,理想推薦_3,理想推薦_4,理想推薦_5,理想推薦_6,理想推薦_7,理想推薦_8,理想推薦_9,理想推薦_10
萬用填充項擠壓-同領域,令和居酒屋外場人員,餐飲服務人員,,,,,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,飯店／旅館服務人員,餐飲主管,餐飲服務人員,外送人員,售票／收銀人員,店長／門市管理人員,餐飲服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,飯店／旅館服務人員,餐飲主管,外送人員,售票／收銀人員,店長／門市管理人員
萬用填充項擠壓-同領域,【B14-永和保平店】正職人員,餐飲服務人員,,,,,調酒師／吧台人員,冷熱飲調製人員,西式廚師,洗碗人員,餐廚助手,侍酒師,餐飲服務人員,門市／店員／專櫃人員,外送人員,品管／品保主管,餐飲服務人員,調酒師／吧台人員,冷熱飲調製人員,西式廚師,洗碗人員,餐廚助手,侍酒師,門市／店員／專櫃人員,外送人員,品管／品保主管
萬用填充項擠壓-同領域,【B14-永和保平店】收班計時人員,餐飲服務人員,,,,,調酒師／吧台人員,冷熱飲調製人員,西式廚師,洗碗人員,餐廚助手,侍酒師,餐飲服務人員,外送人員,門市／店員／專櫃人員,飯店／旅館服務人員,餐飲服務人員,調酒師／吧台人員,冷熱飲調製人員,西式廚師,洗碗人員,餐廚助手,侍酒師,外送人員,門市／店員／專櫃人員,飯店／旅館服務人員
萬用填充項擠壓-同領域,【B48-內湖東湖店】計時人員,餐飲服務人員,,,,,調酒師／吧台人員,冷熱飲調製人員,洗碗人員,西式廚師,餐廚助手,侍酒師,餐飲服務人員,飯店／旅館服務人員,門市／店員／專櫃人員,外送人員,餐飲服務人員,調酒師／吧台人員,冷熱飲調製人員,洗碗人員,西式廚師,餐廚助手,侍酒師,飯店／旅館服務人員,門市／店員／專櫃人員,外送人員
萬用填充項擠壓-同領域,早安有喜-和平店(假日班）,餐飲服務人員,,,,,調酒師／吧台人員,冷熱飲調製人員,西式廚師,洗碗人員,餐廚助手,餐飲服務人員,門市／店員／專櫃人員,侍酒師,外送人員,飯店／旅館服務人員,餐飲服務人員,調酒師／吧台人員,冷熱飲調製人員,西式廚師,洗碗人員,餐廚助手,門市／店員／專櫃人員,侍酒師,外送人員,飯店／旅館服務人員
萬用填充項擠壓-同領域,麵匡匡拉麵食堂淡水中山北店-正職人員,餐飲服務人員,,,,,冷熱飲調製人員,調酒師／吧台人員,洗碗人員,門市／店員／專櫃人員,侍酒師,飯店／旅館服務人員,餐廚助手,藥師助理,餐飲服務人員,西式廚師,餐飲服務人員,冷熱飲調製人員,調酒師／吧台人員,洗碗人員,門市／店員／專櫃人員,侍酒師,飯店／旅館服務人員,餐廚助手,藥師助理,西式廚師
萬用填充項擠壓-同領域,後甲店 早班備菜 清潔人員,餐飲服務人員,,,,,洗碗人員,冷熱飲調製人員,調酒師／吧台人員,門市／店員／專櫃人員,房務人員,飯店／旅館服務人員,售票／收銀人員,外送人員,餐飲服務人員,遊樂景點工作人員,餐飲服務人員,洗碗人員,冷熱飲調製人員,調酒師／吧台人員,門市／店員／專櫃人員,房務人員,飯店／旅館服務人員,售票／收銀人員,外送人員,遊樂景點工作人員
萬用填充項擠壓-同領域,【春水堂】早班兼職-桃園機場第二航廈,餐飲服務人員,,,,,冷熱飲調製人員,調酒師／吧台人員,飯店／旅館服務人員,侍酒師,外送人員,洗碗人員,門市／店員／專櫃人員,餐廚助手,西式廚師,餐飲服務人員,餐飲服務人員,冷熱飲調製人員,調酒師／吧台人員,飯店／旅館服務人員,侍酒師,外送人員,洗碗人員,門市／店員／專櫃人員,餐廚助手,西式廚師
萬用填充項擠壓-同領域,🔥月薪4萬4千元起🔥正職餐飲人員★固定休週日★月休八天,餐飲服務人員,,,,,調酒師／吧台人員,冷熱飲調製人員,西式廚師,洗碗人員,門市／店員／專櫃人員,餐廚助手,餐飲服務人員,侍酒師,日式廚師,品管／品保主管,餐飲服務人員,調酒師／吧台人員,冷熱飲調製人員,西式廚師,洗碗人員,門市／店員／專櫃人員,餐廚助手,侍酒師,日式廚師,品管／品保主管
萬用填充項擠壓-同領域,米其林台菜餐廳（假日PT),餐飲服務人員,,,,,調酒師／吧台人員,侍酒師,冷熱飲調製人員,飯店／旅館服務人員,門市／店員／專櫃人員,餐飲主管,售票／收銀人員,餐飲服務人員,外送人員,店長／門市管理人員,餐飲服務人員,調酒師／吧台人員,侍酒師,冷熱飲調製人員,飯店／旅館服務人員,門市／店員／專櫃人員,餐飲主管,售票／收銀人員,外送人員,店長／門市管理人員
萬用填充項擠壓-同領域,【春日佐光—高雄鳳山青年店】8HR正職人員【平均月薪45K↑】享有【盈餘紅利、盈餘抽成、節慶紅利、年終紅利、特休福利、升遷透明、彈性排班、月休9天、提撥退休金】,餐飲服務人員,,,,,調酒師／吧台人員,洗碗人員,西式廚師,冷熱飲調製人員,餐廚助手,餐飲服務人員,其他料理廚師,門市／店員／專櫃人員,外務／快遞／送貨,品管／品保主管,餐飲服務人員,調酒師／吧台人員,洗碗人員,西式廚師,冷熱飲調製人員,餐廚助手,其他料理廚師,門市／店員／專櫃人員,外務／快遞／送貨,品管／品保主管
萬用填充項擠壓-同領域,【熊厚呷南港Lalaport店】餐飲服務人員,餐飲服務人員,,,,,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,飯店／旅館服務人員,洗碗人員,餐飲服務人員,外送人員,餐廚助手,西式廚師,餐飲服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,飯店／旅館服務人員,洗碗人員,外送人員,餐廚助手,西式廚師
萬用填充項擠壓-同領域,瑞源店 蒸籠人員,餐飲服務人員,,,,,冷熱飲調製人員,調酒師／吧台人員,門市／店員／專櫃人員,洗碗人員,飯店／旅館服務人員,侍酒師,外送人員,餐飲服務人員,售票／收銀人員,外務／快遞／送貨,餐飲服務人員,冷熱飲調製人員,調酒師／吧台人員,門市／店員／專櫃人員,洗碗人員,飯店／旅館服務人員,侍酒師,外送人員,售票／收銀人員,外務／快遞／送貨
萬用填充項擠壓-同領域,奇跡咖哩-外場餐飲服務人員 (會日文佳/不會沒關係),餐飲服務人員,,,,,調酒師／吧台人員,侍酒師,門市／店員／專櫃人員,冷熱飲調製人員,飯店／旅館服務人員,咖啡師,餐飲主管,售票／收銀人員,餐飲服務人員,外送人員,餐飲服務人員,調酒師／吧台人員,侍酒師,門市／店員／專櫃人員,冷熱飲調製人員,飯店／旅館服務人員,咖啡師,餐飲主管,售票／收銀人員,外送人員
萬用填充項擠壓-同領域,餐飲禮賓員(工讀) F&B Guest Service Agent (Part Time),餐飲服務人員,,,,,外送人員,調酒師／吧台人員,冷熱飲調製人員,門市／店員／專櫃人員,外務／快遞／送貨,飯店／旅館服務人員,售票／收銀人員,餐飲服務人員,侍酒師,資材人員,餐飲服務人員,外送人員,調酒師／吧台人員,冷熱飲調製人員,門市／店員／專櫃人員,外務／快遞／送貨,飯店／旅館服務人員,售票／收銀人員,侍酒師,資材人員
萬用填充項擠壓-同領域,津川拉麵-外場正職-內湖店,餐飲服務人員,,,,,調酒師／吧台人員,冷熱飲調製人員,西式廚師,門市／店員／專櫃人員,洗碗人員,餐廚助手,餐飲服務人員,侍酒師,飯店／旅館服務人員,日式廚師,餐飲服務人員,調酒師／吧台人員,冷熱飲調製人員,西式廚師,門市／店員／專櫃人員,洗碗人員,餐廚助手,侍酒師,飯店／旅館服務人員,日式廚師
萬用填充項擠壓-同領域,夏威夷拌飯輕食餐廳誠徵早班正職人員,餐飲服務人員,,,,,調酒師／吧台人員,冷熱飲調製人員,侍酒師,飯店／旅館服務人員,門市／店員／專櫃人員,餐飲主管,售票／收銀人員,外送人員,餐飲服務人員,咖啡師,餐飲服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,飯店／旅館服務人員,門市／店員／專櫃人員,餐飲主管,售票／收銀人員,外送人員,咖啡師
萬用填充項擠壓-同領域,Bulimia溫體牛火鍋-外場計時人員(PT人員),餐飲服務人員,,,,,調酒師／吧台人員,冷熱飲調製人員,飯店／旅館服務人員,侍酒師,門市／店員／專櫃人員,咖啡師,外送人員,售票／收銀人員,藥師助理,餐飲服務人員,餐飲服務人員,調酒師／吧台人員,冷熱飲調製人員,飯店／旅館服務人員,侍酒師,門市／店員／專櫃人員,咖啡師,外送人員,售票／收銀人員,藥師助理
萬用填充項擠壓-同領域,桃園樂禾町壽喜燒假日外場工讀,餐飲服務人員,,,,,調酒師／吧台人員,飯店／旅館服務人員,冷熱飲調製人員,門市／店員／專櫃人員,侍酒師,餐飲主管,日式廚師,洗碗人員,餐飲服務人員,外送人員,餐飲服務人員,調酒師／吧台人員,飯店／旅館服務人員,冷熱飲調製人員,門市／店員／專櫃人員,侍酒師,餐飲主管,日式廚師,洗碗人員,外送人員
萬用填充項擠壓-同領域,桃園樂禾町壽喜燒外場正職,餐飲服務人員,,,,,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,飯店／旅館服務人員,餐飲主管,西式廚師,品管／品保主管,店長／門市管理人員,餐飲服務人員,餐飲服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,飯店／旅館服務人員,餐飲主管,西式廚師,品管／品保主管,店長／門市管理人員
萬用填充項擠壓-同領域,ABV餐飲集團 韓式餐酒館 板橋店-外場兼職人員（時薪210~230元）,餐飲服務人員,,,,,調酒師／吧台人員,冷熱飲調製人員,洗碗人員,侍酒師,飯店／旅館服務人員,餐廚助手,門市／店員／專櫃人員,西式廚師,外送人員,餐飲服務人員,餐飲服務人員,調酒師／吧台人員,冷熱飲調製人員,洗碗人員,侍酒師,飯店／旅館服務人員,餐廚助手,門市／店員／專櫃人員,西式廚師,外送人員
萬用填充項擠壓-同領域,【嵨開安旅】餐廳接待員(一頭班),餐飲服務人員,,,,,飯店／旅館服務人員,調酒師／吧台人員,侍酒師,冷熱飲調製人員,門市／店員／專櫃人員,飯店／旅館櫃檯人員,售票／收銀人員,咖啡師,外送人員,餐飲服務人員,餐飲服務人員,飯店／旅館服務人員,調酒師／吧台人員,侍酒師,冷熱飲調製人員,門市／店員／專櫃人員,飯店／旅館櫃檯人員,售票／收銀人員,咖啡師,外送人員
萬用填充項擠壓-同領域,沐府高鐵店 外場計時人員,餐飲服務人員,,,,,洗碗人員,冷熱飲調製人員,調酒師／吧台人員,外送人員,侍酒師,餐飲服務人員,餐廚助手,飯店／旅館服務人員,門市／店員／專櫃人員,西式廚師,餐飲服務人員,洗碗人員,冷熱飲調製人員,調酒師／吧台人員,外送人員,侍酒師,餐廚助手,飯店／旅館服務人員,門市／店員／專櫃人員,西式廚師
萬用填充項擠壓-同領域,閉店人員20:00～23:00,餐飲服務人員,,,,,冷熱飲調製人員,調酒師／吧台人員,門市／店員／專櫃人員,洗碗人員,售票／收銀人員,侍酒師,外送人員,餐飲服務人員,飯店／旅館服務人員,西式廚師,餐飲服務人員,冷熱飲調製人員,調酒師／吧台人員,門市／店員／專櫃人員,洗碗人員,售票／收銀人員,侍酒師,外送人員,飯店／旅館服務人員,西式廚師
萬用填充項擠壓-同領域,米其林台菜餐廳（外場PT),餐飲服務人員,,,,,調酒師／吧台人員,侍酒師,冷熱飲調製人員,飯店／旅館服務人員,門市／店員／專櫃人員,餐飲主管,餐飲服務人員,售票／收銀人員,咖啡師,外送人員,餐飲服務人員,調酒師／吧台人員,侍酒師,冷熱飲調製人員,飯店／旅館服務人員,門市／店員／專櫃人員,餐飲主管,售票／收銀人員,咖啡師,外送人員
萬用填充項擠壓-同領域,牛孨乾坤門市餐飲服務員-新店飯麵館-兼職,餐飲服務人員,,,,,調酒師／吧台人員,冷熱飲調製人員,飯店／旅館服務人員,侍酒師,門市／店員／專櫃人員,洗碗人員,外送人員,餐廚助手,餐飲服務人員,西式廚師,餐飲服務人員,調酒師／吧台人員,冷熱飲調製人員,飯店／旅館服務人員,侍酒師,門市／店員／專櫃人員,洗碗人員,外送人員,餐廚助手,西式廚師
萬用填充項擠壓-同領域,大埔鐵板燒 外場人員/服務生 (公館店),餐飲服務人員,,,,,調酒師／吧台人員,冷熱飲調製人員,侍酒師,飯店／旅館服務人員,門市／店員／專櫃人員,外送人員,洗碗人員,餐飲服務人員,咖啡師,售票／收銀人員,餐飲服務人員,調酒師／吧台人員,冷熱飲調製人員,侍酒師,飯店／旅館服務人員,門市／店員／專櫃人員,外送人員,洗碗人員,咖啡師,售票／收銀人員
萬用填充項擠壓-同領域,大埔鐵板燒 外場人員/服務生 (大安店),餐飲服務人員,,,,,調酒師／吧台人員,飯店／旅館服務人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,洗碗人員,外送人員,餐飲服務人員,餐廚助手,售票／收銀人員,餐飲服務人員,調酒師／吧台人員,飯店／旅館服務人員,冷熱飲調製人員,侍酒師,門市／店員／專櫃人員,洗碗人員,外送人員,餐廚助手,售票／收銀人員
萬用填充項擠壓-同領域,【上善豆家-林口三井店】餐飲外場計時夥伴,餐飲服務人員,,,,,調酒師／吧台人員,侍酒師,冷熱飲調製人員,飯店／旅館服務人員,門市／店員／專櫃人員,餐飲主管,餐飲服務人員,咖啡師,外送人員,洗碗人員,餐飲服務人員,調酒師／吧台人員,侍酒師,冷熱飲調製人員,飯店／旅館服務人員,門市／店員／專櫃人員,餐飲主管,咖啡師,外送人員,洗碗人員
萬用填充項擠壓-同領域,"狗一下居酒屋-公館店 外場晚班正職人員(一段班)月薪38,000~48,000",餐飲服務人員,,,,,調酒師／吧台人員,西式廚師,冷熱飲調製人員,餐廚助手,洗碗人員,餐飲服務人員,侍酒師,其他料理廚師,門市／店員／專櫃人員,品管／品保主管,餐飲服務人員,調酒師／吧台人員,西式廚師,冷熱飲調製人員,餐廚助手,洗碗人員,侍酒師,其他料理廚師,門市／店員／專櫃人員,品管／品保主管
