# worst case 拯救方案：已驗證安全的手術式修正（儲備幹部/駐校代表/電話行銷人員 三桶，共615筆，零誤傷本次已救回案例）
問題桶,職缺名稱,duty0,duty1,duty2,duty3,duty4,現有版本_推薦1,現有版本_推薦2,現有版本_推薦3,現有版本_推薦4,現有版本_推薦5,現有版本_推薦6,現有版本_推薦7,現有版本_推薦8,現有版本_推薦9,現有版本_推薦10,理想推薦_1,理想推薦_2,理想推薦_3,理想推薦_4,理想推薦_5,理想推薦_6,理想推薦_7,理想推薦_8,理想推薦_9,理想推薦_10
儲備幹部類(連鎖超商+班別),全家台中福氣店徵大夜班工作人員（逢甲大學校門口）,門市／店員／專櫃人員,,,,,餐飲服務人員,洗碗人員,生鮮處理人員,加油服務,日式廚師,中／港式點心廚師,餐廚助手,衣物整燙人員,中式廚師,中式麵點人員／師傅,門市／店員／專櫃人員,生鮮處理人員,加油服務,餐廚助手,衣物整燙人員,中式麵點人員／師傅,,,,
儲備幹部類(連鎖超商+班別),全家便利商店 徵大夜班,門市／店員／專櫃人員,,,,,中／港式點心廚師,公家機關相關人員,儲備幹部,衣物整燙人員,家事服務／洗衣整燙,洗碗人員,總機／接待／櫃檯人員,店長／門市管理人員,日式廚師,餐廚助手,門市／店員／專櫃人員,衣物整燙人員,家事服務／洗衣整燙,總機／接待／櫃檯人員,店長／門市管理人員,餐廚助手,,,,
儲備幹部類(連鎖超商+班別),全家便利商店 三榮店-晚班正職人員,門市／店員／專櫃人員,,,,,餐飲服務人員,日式廚師,中／港式點心廚師,中式廚師,儲備幹部,洗碗人員,生鮮處理人員,餐飲領班,其他料理廚師,餐廚助手,門市／店員／專櫃人員,生鮮處理人員,餐飲領班,其他料理廚師,餐廚助手,,,,,
駐校代表(理貨/駐點誤判),台中/梧棲區/理貨人員,理貨人員,,,,,駐校代表,補習班招生人員,內勤業務,國內業務人員,代書／地政士,汽車銷售人員,授權／授信／徵信人員,通路開發人員,電訪人員,承銷人員,理貨人員,補習班招生人員,內勤業務,國內業務人員,代書／地政士,汽車銷售人員,授權／授信／徵信人員,通路開發人員,電訪人員,承銷人員
駐校代表(理貨/駐點誤判),酷※理貨員書審報到/快速上工/可日領/大量缺額,理貨人員,,,,,駐校代表,補習班招生人員,門市／店員／專櫃人員,工讀生,加油服務,搬運人員,內勤業務,國內業務人員,汽車銷售人員,總機／接待／櫃檯人員,理貨人員,補習班招生人員,門市／店員／專櫃人員,工讀生,加油服務,搬運人員,內勤業務,國內業務人員,汽車銷售人員,總機／接待／櫃檯人員
儲備幹部類(連鎖超商+班別),全家便利商店 西螺延平店-中班職員,門市／店員／專櫃人員,售票／收銀人員,,,,日式廚師,中式廚師,餐飲服務人員,中／港式點心廚師,儲備幹部,其他料理廚師,鐵板燒廚師,洗碗人員,餐飲主管,餐廚助手,門市／店員／專櫃人員,其他料理廚師,鐵板燒廚師,餐飲主管,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),全家惠慶店 晚班早班,店長／門市管理人員,售票／收銀人員,,,,日式廚師,餐飲服務人員,儲備幹部,中／港式點心廚師,餐飲主管,中式廚師,其他料理廚師,洗碗人員,餐廚助手,鐵板燒廚師,店長／門市管理人員,餐飲主管,其他料理廚師,餐廚助手,鐵板燒廚師,,,,,
儲備幹部類(連鎖超商+班別),永康區7-11鹽行早班店職員,店長／門市管理人員,售票／收銀人員,,,,日式廚師,中式廚師,中／港式點心廚師,其他料理廚師,洗碗人員,鐵板燒廚師,餐飲服務人員,儲備幹部,餐廚助手,餐飲主管,店長／門市管理人員,其他料理廚師,鐵板燒廚師,餐廚助手,餐飲主管,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店尊賢店 晚班,門市／店員／專櫃人員,,,,,儲備幹部,餐飲主管,日式廚師,中／港式點心廚師,餐飲服務人員,中式廚師,洗碗人員,店長／門市管理人員,其他料理廚師,餐廚助手,門市／店員／專櫃人員,餐飲主管,店長／門市管理人員,其他料理廚師,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),7-11大夜正職(健興),門市／店員／專櫃人員,,,,,中／港式點心廚師,日式廚師,中式廚師,餐廚助手,中式麵點人員／師傅,其他料理廚師,牙體技術人員,公家機關相關人員,洗碗人員,西點蛋糕師,門市／店員／專櫃人員,餐廚助手,中式麵點人員／師傅,其他料理廚師,牙體技術人員,西點蛋糕師,,,,
儲備幹部類(連鎖超商+班別),7-11晚班正職,門市／店員／專櫃人員,,,,,日式廚師,中／港式點心廚師,中式廚師,餐飲服務人員,其他料理廚師,餐廚助手,鐵板燒廚師,洗碗人員,中式麵點人員／師傅,餐飲領班,門市／店員／專櫃人員,其他料理廚師,餐廚助手,鐵板燒廚師,中式麵點人員／師傅,餐飲領班,,,,
儲備幹部類(連鎖超商+班別),全家便利商店五股水碓店專職大夜,門市／店員／專櫃人員,,,,,中／港式點心廚師,日式廚師,儲備幹部,中式廚師,其他料理廚師,洗碗人員,餐廚助手,餐飲主管,鐵板燒廚師,中式麵點人員／師傅,門市／店員／專櫃人員,其他料理廚師,餐廚助手,餐飲主管,鐵板燒廚師,中式麵點人員／師傅,,,,
儲備幹部類(連鎖超商+班別),全家便利商店竹東東峰店大夜班,門市／店員／專櫃人員,,,,,儲備幹部,中／港式點心廚師,日式廚師,餐飲主管,店長／門市管理人員,中式廚師,洗碗人員,餐飲服務人員,其他料理廚師,餐廚助手,門市／店員／專櫃人員,餐飲主管,店長／門市管理人員,其他料理廚師,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店福興福利店早班正職人員,門市／店員／專櫃人員,,,,,餐飲服務人員,日式廚師,儲備幹部,中／港式點心廚師,中式廚師,餐飲領班,洗碗人員,生鮮處理人員,餐廚助手,其他料理廚師,門市／店員／專櫃人員,餐飲領班,生鮮處理人員,餐廚助手,其他料理廚師,,,,,
儲備幹部類(連鎖超商+班別),7-11環冠門市 夜班服務人員（近中和環球）,門市／店員／專櫃人員,,,,,餐飲服務人員,飯店／旅館工作人員,餐飲領班,售票／收銀人員,加油服務,總機／接待／櫃檯人員,樓面管理人員,生鮮處理人員,儲備幹部,餐飲主管,門市／店員／專櫃人員,飯店／旅館工作人員,餐飲領班,售票／收銀人員,加油服務,總機／接待／櫃檯人員,樓面管理人員,生鮮處理人員,餐飲主管,
儲備幹部類(連鎖超商+班別),7-11大夜正職(吉仕多),門市／店員／專櫃人員,,,,,中／港式點心廚師,日式廚師,中式廚師,餐廚助手,中式麵點人員／師傅,其他料理廚師,西點蛋糕師,洗碗人員,鐵板燒廚師,牙體技術人員,門市／店員／專櫃人員,餐廚助手,中式麵點人員／師傅,其他料理廚師,西點蛋糕師,鐵板燒廚師,牙體技術人員,,,
儲備幹部類(連鎖超商+班別),全家便利商店台中福大店加盟店大夜班,門市／店員／專櫃人員,,,,,儲備幹部,加盟／招商人員,店長／門市管理人員,餐飲主管,不動產經紀人／營業員,土地開發人員,不動產／商場開發人員,不動產審核／估價師,飯店／旅館主管,樓面管理人員,門市／店員／專櫃人員,加盟／招商人員,店長／門市管理人員,餐飲主管,不動產經紀人／營業員,土地開發人員,不動產／商場開發人員,不動產審核／估價師,飯店／旅館主管,樓面管理人員
儲備幹部類(連鎖超商+班別),全家便利商店台中福大店加盟店晚班,門市／店員／專櫃人員,,,,,儲備幹部,加盟／招商人員,餐飲主管,店長／門市管理人員,不動產經紀人／營業員,土地開發人員,不動產／商場開發人員,不動產審核／估價師,飯店／旅館主管,樓面管理人員,門市／店員／專櫃人員,加盟／招商人員,餐飲主管,店長／門市管理人員,不動產經紀人／營業員,土地開發人員,不動產／商場開發人員,不動產審核／估價師,飯店／旅館主管,樓面管理人員
儲備幹部類(連鎖超商+班別),全家便利商店台中福大店加盟店早班,門市／店員／專櫃人員,,,,,儲備幹部,加盟／招商人員,店長／門市管理人員,餐飲主管,不動產經紀人／營業員,不動產／商場開發人員,土地開發人員,不動產審核／估價師,樓面管理人員,飯店／旅館主管,門市／店員／專櫃人員,加盟／招商人員,店長／門市管理人員,餐飲主管,不動產經紀人／營業員,不動產／商場開發人員,土地開發人員,不動產審核／估價師,樓面管理人員,飯店／旅館主管
儲備幹部類(連鎖超商+班別),急徵 全家便利商店正職大夜_豐原中興店,門市／店員／專櫃人員,,,,,儲備幹部,店長／門市管理人員,日式廚師,餐飲主管,中／港式點心廚師,中式廚師,餐飲服務人員,其他料理廚師,加盟／招商人員,洗碗人員,門市／店員／專櫃人員,店長／門市管理人員,餐飲主管,其他料理廚師,加盟／招商人員,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店新勝加盟店(早班/晚班),門市／店員／專櫃人員,,,,,儲備幹部,加盟／招商人員,餐飲主管,店長／門市管理人員,不動產經紀人／營業員,土地開發人員,不動產／商場開發人員,不動產審核／估價師,飯店／旅館主管,國內業務人員,門市／店員／專櫃人員,加盟／招商人員,餐飲主管,店長／門市管理人員,不動產經紀人／營業員,土地開發人員,不動產／商場開發人員,不動產審核／估價師,飯店／旅館主管,國內業務人員
儲備幹部類(連鎖超商+班別),全家便利商店-急徵正職早晚班,門市／店員／專櫃人員,,,,,儲備幹部,餐飲服務人員,日式廚師,中／港式點心廚師,餐飲主管,中式廚師,店長／門市管理人員,洗碗人員,其他料理廚師,餐廚助手,門市／店員／專櫃人員,餐飲主管,店長／門市管理人員,其他料理廚師,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店大里新捷勝徵大夜班,門市／店員／專櫃人員,,,,,儲備幹部,中／港式點心廚師,店長／門市管理人員,洗碗人員,日式廚師,中式廚師,餐廚助手,餐飲主管,衣物整燙人員,加油服務,門市／店員／專櫃人員,店長／門市管理人員,餐廚助手,餐飲主管,衣物整燙人員,加油服務,,,,
儲備幹部類(連鎖超商+班別),7-11早班正職(育智),門市／店員／專櫃人員,,,,,中／港式點心廚師,日式廚師,餐飲服務人員,中式廚師,餐廚助手,中式麵點人員／師傅,其他料理廚師,加油服務,鐵板燒廚師,牙醫助理,門市／店員／專櫃人員,餐廚助手,中式麵點人員／師傅,其他料理廚師,加油服務,鐵板燒廚師,牙醫助理,,,
儲備幹部類(連鎖超商+班別),大夜人員-全家昌盛店,門市／店員／專櫃人員,,,,,儲備幹部,餐飲服務人員,洗碗人員,日式廚師,餐飲主管,中／港式點心廚師,中式廚師,飯店／旅館工作人員,其他料理廚師,餐廚助手,門市／店員／專櫃人員,餐飲主管,飯店／旅館工作人員,其他料理廚師,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),高雄全家國泰店(早.晚.大夜)正職.兼職,門市／店員／專櫃人員,,,,,日式廚師,餐飲服務人員,中式廚師,中／港式點心廚師,洗碗人員,其他料理廚師,儲備幹部,餐廚助手,鐵板燒廚師,餐飲主管,門市／店員／專櫃人員,其他料理廚師,餐廚助手,鐵板燒廚師,餐飲主管,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店西港慶安店徵-大夜班人員,門市／店員／專櫃人員,,,,,儲備幹部,餐飲服務人員,洗碗人員,日式廚師,中／港式點心廚師,餐飲主管,飯店／旅館工作人員,中式廚師,店長／門市管理人員,樓面管理人員,門市／店員／專櫃人員,餐飲主管,飯店／旅館工作人員,店長／門市管理人員,樓面管理人員,,,,,
儲備幹部類(連鎖超商+班別),全家龍廣店。假日大夜晚班,門市／店員／專櫃人員,,,,,儲備幹部,日式廚師,餐飲服務人員,洗碗人員,中／港式點心廚師,餐飲主管,中式廚師,其他料理廚師,飯店／旅館工作人員,餐廚助手,門市／店員／專櫃人員,餐飲主管,其他料理廚師,飯店／旅館工作人員,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店（大夜班）高雄大興店,門市／店員／專櫃人員,,,,,儲備幹部,日式廚師,中／港式點心廚師,洗碗人員,中式廚師,餐飲主管,餐飲服務人員,其他料理廚師,店長／門市管理人員,餐廚助手,門市／店員／專櫃人員,餐飲主管,其他料理廚師,店長／門市管理人員,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店  美麗店 早晚班正職人員,門市／店員／專櫃人員,,,,,餐飲服務人員,日式廚師,中／港式點心廚師,儲備幹部,洗碗人員,中式廚師,餐飲領班,生鮮處理人員,餐廚助手,其他料理廚師,門市／店員／專櫃人員,餐飲領班,生鮮處理人員,餐廚助手,其他料理廚師,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店全職大夜,門市／店員／專櫃人員,,,,,儲備幹部,中／港式點心廚師,日式廚師,中式廚師,其他料理廚師,餐廚助手,餐飲主管,洗碗人員,店長／門市管理人員,餐飲服務人員,門市／店員／專櫃人員,其他料理廚師,餐廚助手,餐飲主管,店長／門市管理人員,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店 台中鼎豐店 大夜班,門市／店員／專櫃人員,,,,,儲備幹部,中／港式點心廚師,日式廚師,餐飲主管,中式廚師,洗碗人員,餐飲服務人員,店長／門市管理人員,其他料理廚師,餐廚助手,門市／店員／專櫃人員,餐飲主管,店長／門市管理人員,其他料理廚師,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),全家大山店 - 早班店員,門市／店員／專櫃人員,,,,,餐飲服務人員,儲備幹部,洗碗人員,日式廚師,中／港式點心廚師,中式廚師,餐飲主管,餐廚助手,其他料理廚師,飯店／旅館工作人員,門市／店員／專櫃人員,餐飲主管,餐廚助手,其他料理廚師,飯店／旅館工作人員,,,,,
儲備幹部類(連鎖超商+班別),全家寶元店 早班 中班 晚班 大夜班,門市／店員／專櫃人員,,,,,日式廚師,餐飲服務人員,儲備幹部,中／港式點心廚師,餐飲主管,洗碗人員,中式廚師,其他料理廚師,飯店／旅館工作人員,餐廚助手,門市／店員／專櫃人員,餐飲主管,其他料理廚師,飯店／旅館工作人員,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),全家西寧南路店 大夜班,門市／店員／專櫃人員,,,,,儲備幹部,餐飲服務人員,日式廚師,餐飲主管,洗碗人員,中／港式點心廚師,中式廚師,其他料理廚師,飯店／旅館工作人員,店長／門市管理人員,門市／店員／專櫃人員,餐飲主管,其他料理廚師,飯店／旅館工作人員,店長／門市管理人員,,,,,
儲備幹部類(連鎖超商+班別),7-11新潭  晚班正職人員,門市／店員／專櫃人員,,,,,餐飲服務人員,日式廚師,中／港式點心廚師,加油服務,餐飲領班,生鮮處理人員,洗碗人員,中式廚師,餐廚助手,中式麵點人員／師傅,門市／店員／專櫃人員,加油服務,餐飲領班,生鮮處理人員,餐廚助手,中式麵點人員／師傅,,,,
